"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9","fromKey resolves every platform back to itself fromKey(ANDROID_TV) round-trips","","2026-04-27","passed","2026-04-27","","Platform","com.devopsdays.qoe.api.unit.platform.PlatformTest","fromKeyRoundTrips"
"","4","fromKey is case-insensitive fromKey upper/mixed case 'FireTV'","","2026-04-27","passed","2026-04-27","","Platform","com.devopsdays.qoe.api.unit.platform.PlatformTest","fromKeyIsCaseInsensitive"
"","1520","throws VideoNotFoundException when video does not exist","","2026-04-27","passed","2026-04-27","","deleteVideo","com.devopsdays.qoe.api.unit.video.VideoServiceTest$DeleteVideo","throwsWhenNotFound"
"","1498","throws IllegalArgumentException when videoId already exists","","2026-04-27","passed","2026-04-27","","createVideo","com.devopsdays.qoe.api.unit.video.VideoServiceTest$CreateVideo","throwsWhenDuplicate"
"","29","fromKey resolves every platform back to itself fromKey(XBOX) round-trips","","2026-04-27","passed","2026-04-27","","Platform","com.devopsdays.qoe.api.unit.platform.PlatformTest","fromKeyRoundTrips"
"","4","fromKey is case-insensitive fromKey upper/mixed case 'IPHONE'","","2026-04-27","passed","2026-04-27","","Platform","com.devopsdays.qoe.api.unit.platform.PlatformTest","fromKeyIsCaseInsensitive"
"","1485","returns all active videos when query is null","","2026-04-27","passed","2026-04-27","","searchVideos","com.devopsdays.qoe.api.unit.video.VideoServiceTest$SearchVideos","returnsAllWhenNullQuery"
"","1465","returns empty for soft-deleted (inactive) video","","2026-04-27","passed","2026-04-27","","getVideoById","com.devopsdays.qoe.api.unit.video.VideoServiceTest$GetVideoById","returnsEmptyForInactiveVideo"
"","2321","recordPlatform accepts all known platform keys recordPlatform accepts chromecast","","2026-04-27","passed","2026-04-27","","PipelineAcceptanceService","com.devopsdays.qoe.api.unit.pipeline.PipelineAcceptanceServiceTest","recordPlatformAcceptsAllKnownPlatforms"
"","2353","finalizeRun → BLOCKED when pass rate < 0.8 (5/10 = 0.50)","","2026-04-27","passed","2026-04-27","","PipelineAcceptanceService","com.devopsdays.qoe.api.unit.pipeline.PipelineAcceptanceServiceTest","finalizeBlockedBelowThreshold"
"","2349","finalizeRun → RELEASED when pass rate ≥ 0.8 (17/20 = 0.85)","","2026-04-27","passed","2026-04-27","","PipelineAcceptanceService","com.devopsdays.qoe.api.unit.pipeline.PipelineAcceptanceServiceTest","finalizeReleasedWhenPassRateMeetsThreshold"
"","1497","delegates category string to repository.findByCategoryIgnoreCaseAndActiveTrue","","2026-04-27","passed","2026-04-27","","getByCategory","com.devopsdays.qoe.api.unit.video.VideoServiceTest$GetByCategory","delegatesToRepository"
