"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","ABR","Automatic Level Selection","0","1","0","0","0"
"","ABR","Manual Level Override","0","1","0","0","0"
"","","","0","4","0","0","0"
"","Startup Latency","Startup delay (late manifest attach)","0","0","1","0","0"
"","Rebuffering Detection","Mid-play stall (HLS stop/start)","0","0","1","0","0"
